"Entity","Month","Total_lockdown_length","Lockdown_severity","Monthly_death_rates_per_million_people","Monthly_income_support","Monthly_workplace_closures_severity","Region","Sub.region","Indicator","n_missing","Violence_Value"
"bosnia and herzegovina","2020-08",0,0,84.24941345,0,31,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,NA
"bosnia and herzegovina","2020-08",0,0,84.24941345,0,31,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",4,NA
"chile","2019-10",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,9903
"chile","2019-10",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",4,1224
"chile","2019-10",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",4,3888
"chile","2019-11",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,9886
"chile","2019-11",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",4,1193
"chile","2019-11",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",4,3983
"chile","2019-12",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,10883
"chile","2019-12",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",4,1304
"chile","2019-12",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",4,4224
"chile","2020-01",0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,11178
"chile","2020-01",0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",4,1222
"chile","2020-01",0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",4,4294
"chile","2020-02",0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,9899
"chile","2020-02",0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",4,1124
"chile","2020-02",0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",4,3680
"chile","2020-03",7,14,0.409144696,0,37,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,9578
"chile","2020-03",7,14,0.409144696,0,37,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",4,1035
"chile","2020-03",7,14,0.409144696,0,37,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",4,3626
"chile","2020-04",30,60,10.637762405,29,60,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,7776
"chile","2020-04",30,60,10.637762405,29,60,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",4,878
"chile","2020-04",30,60,10.637762405,29,60,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",4,2889
"chile","2020-05",31,86,39.94275178,31,79,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,NA
"chile","2020-05",31,86,39.94275178,31,79,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",4,NA
"chile","2020-05",31,86,39.94275178,31,79,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",4,NA
"chile","2020-06",30,90,234.13305904,45,90,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,NA
"chile","2020-06",30,90,234.13305904,45,90,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",4,NA
"chile","2020-06",30,90,234.13305904,45,90,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",4,NA
"chile","2020-07",31,93,194.4460235,62,93,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,NA
"chile","2020-07",31,93,194.4460235,62,93,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",4,NA
"chile","2020-07",31,93,194.4460235,62,93,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",4,NA
"chile","2020-08",31,93,95.4841467,62,93,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,NA
"chile","2020-08",31,93,95.4841467,62,93,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",4,NA
"chile","2020-08",31,93,95.4841467,62,93,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",4,NA
"croatia","2019-10",NA,NA,NA,NA,NA,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,176
"croatia","2019-10",NA,NA,NA,NA,NA,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,13
"croatia","2019-10",NA,NA,NA,NA,NA,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,31
"croatia","2019-10",NA,NA,NA,NA,NA,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,136
"croatia","2019-11",NA,NA,NA,NA,NA,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,155
"croatia","2019-11",NA,NA,NA,NA,NA,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,19
"croatia","2019-11",NA,NA,NA,NA,NA,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,25
"croatia","2019-11",NA,NA,NA,NA,NA,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,121
"croatia","2019-12",NA,NA,NA,NA,NA,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,184
"croatia","2019-12",NA,NA,NA,NA,NA,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,44
"croatia","2019-12",NA,NA,NA,NA,NA,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,28
"croatia","2019-12",NA,NA,NA,NA,NA,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,132
"croatia","2020-01",0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,190
"croatia","2020-01",0,0,0,0,0,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,21
"croatia","2020-01",0,0,0,0,0,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,43
"croatia","2020-01",0,0,0,0,0,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,148
"croatia","2020-02",0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,222
"croatia","2020-02",0,0,0,0,0,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,38
"croatia","2020-02",0,0,0,0,0,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,46
"croatia","2020-02",0,0,0,0,0,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,144
"croatia","2020-03",12,24,1.53570988,15,48,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,209
"croatia","2020-03",12,24,1.53570988,15,48,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,13
"croatia","2020-03",12,24,1.53570988,15,48,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,42
"croatia","2020-03",12,24,1.53570988,15,48,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,163
"croatia","2020-04",30,60,15.6130503,60,86,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,190
"croatia","2020-04",30,60,15.6130503,60,86,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,4
"croatia","2020-04",30,60,15.6130503,60,86,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,46
"croatia","2020-04",30,60,15.6130503,60,86,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,143
"croatia","2020-05",31,41,9.21425914,62,41,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,222
"croatia","2020-05",31,41,9.21425914,62,41,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,9
"croatia","2020-05",31,41,9.21425914,62,41,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,54
"croatia","2020-05",31,41,9.21425914,62,41,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,163
"croatia","2020-06",30,30,1.02380658,60,49,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,292
"croatia","2020-06",30,30,1.02380658,60,49,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,19
"croatia","2020-06",30,30,1.02380658,60,49,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,72
"croatia","2020-06",30,30,1.02380658,60,49,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,212
"croatia","2020-07",31,31,9.4702107,62,62,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,250
"croatia","2020-07",31,31,9.4702107,62,62,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,16
"croatia","2020-07",31,31,9.4702107,62,62,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,55
"croatia","2020-07",31,31,9.4702107,62,62,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,190
"croatia","2020-08",31,31,10.2380658,62,62,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,295
"croatia","2020-08",31,31,10.2380658,62,62,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,13
"croatia","2020-08",31,31,10.2380658,62,62,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,65
"croatia","2020-08",31,31,10.2380658,62,62,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,217
"czechia","2019-10",NA,NA,NA,NA,NA,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",5,NA
"czechia","2019-10",NA,NA,NA,NA,NA,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",5,NA
"czechia","2019-10",NA,NA,NA,NA,NA,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",5,NA
"czechia","2019-10",NA,NA,NA,NA,NA,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",5,NA
"czechia","2019-10",NA,NA,NA,NA,NA,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",5,NA
"czechia","2019-11",NA,NA,NA,NA,NA,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",5,444
"czechia","2019-11",NA,NA,NA,NA,NA,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",5,8
"czechia","2019-11",NA,NA,NA,NA,NA,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",5,56
"czechia","2019-11",NA,NA,NA,NA,NA,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",5,313
"czechia","2019-11",NA,NA,NA,NA,NA,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",5,67
"czechia","2019-12",NA,NA,NA,NA,NA,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",5,928
"czechia","2019-12",NA,NA,NA,NA,NA,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",5,39
"czechia","2019-12",NA,NA,NA,NA,NA,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",5,292
"czechia","2019-12",NA,NA,NA,NA,NA,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",5,408
"czechia","2019-12",NA,NA,NA,NA,NA,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",5,189
"czechia","2020-01",0,0,0,0,0,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",5,720
"czechia","2020-01",0,0,0,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",5,27
"czechia","2020-01",0,0,0,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",5,148
"czechia","2020-01",0,0,0,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",5,381
"czechia","2020-01",0,0,0,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",5,164
"czechia","2020-02",0,0,0,0,0,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",5,623
"czechia","2020-02",0,0,0,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",5,19
"czechia","2020-02",0,0,0,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",5,136
"czechia","2020-02",0,0,0,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",5,332
"czechia","2020-02",0,0,0,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",5,136
"czechia","2020-03",17,34,2.623400814,2,56,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",5,406
"czechia","2020-03",17,34,2.623400814,2,56,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",5,7
"czechia","2020-03",17,34,2.623400814,2,56,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",5,90
"czechia","2020-03",17,34,2.623400814,2,56,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",5,218
"czechia","2020-03",17,34,2.623400814,2,56,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",5,91
"czechia","2020-04",30,50,19.300734654,60,79,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",5,354
"czechia","2020-04",30,50,19.300734654,60,79,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",5,8
"czechia","2020-04",30,50,19.300734654,60,79,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",5,62
"czechia","2020-04",30,50,19.300734654,60,79,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",5,206
"czechia","2020-04",30,50,19.300734654,60,79,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",5,78
"czechia","2020-05",31,31,7.870202524,62,55,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",5,NA
"czechia","2020-05",31,31,7.870202524,62,55,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",5,NA
"czechia","2020-05",31,31,7.870202524,62,55,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",5,NA
"czechia","2020-05",31,31,7.870202524,62,55,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",5,NA
"czechia","2020-05",31,31,7.870202524,62,55,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",5,NA
"czechia","2020-06",0,0,2.623400778,60,30,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",5,NA
"czechia","2020-06",0,0,2.623400778,60,30,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",5,NA
"czechia","2020-06",0,0,2.623400778,60,30,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",5,NA
"czechia","2020-06",0,0,2.623400778,60,30,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",5,NA
"czechia","2020-06",0,0,2.623400778,60,30,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",5,NA
"czechia","2020-07",0,0,3.185558096,62,31,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",5,NA
"czechia","2020-07",0,0,3.185558096,62,31,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",5,NA
"czechia","2020-07",0,0,3.185558096,62,31,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",5,NA
"czechia","2020-07",0,0,3.185558096,62,31,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",5,NA
"czechia","2020-07",0,0,3.185558096,62,31,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",5,NA
"czechia","2020-08",0,0,4.309872778,62,31,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",5,NA
"czechia","2020-08",0,0,4.309872778,62,31,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",5,NA
"czechia","2020-08",0,0,4.309872778,62,31,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",5,NA
"czechia","2020-08",0,0,4.309872778,62,31,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",5,NA
"czechia","2020-08",0,0,4.309872778,62,31,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",5,NA
"eswatini","2019-10",NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Male victims",0,382
"eswatini","2019-10",NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,1013
"eswatini","2019-10",NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,382
"eswatini","2019-10",NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,1013
"eswatini","2019-11",NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Male victims",0,334
"eswatini","2019-11",NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,693
"eswatini","2019-11",NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,334
"eswatini","2019-11",NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,693
"eswatini","2019-12",NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Male victims",0,427
"eswatini","2019-12",NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,795
"eswatini","2019-12",NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,427
"eswatini","2019-12",NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,795
"eswatini","2020-01",0,0,0,0,0,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Male victims",0,459
"eswatini","2020-01",0,0,0,0,0,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,961
"eswatini","2020-01",0,0,0,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,459
"eswatini","2020-01",0,0,0,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,961
"eswatini","2020-02",0,0,0,0,0,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Male victims",0,393
"eswatini","2020-02",0,0,0,0,0,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,921
"eswatini","2020-02",0,0,0,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,393
"eswatini","2020-02",0,0,0,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,921
"eswatini","2020-03",5,10,0,0,5,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Male victims",0,329
"eswatini","2020-03",5,10,0,0,5,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,743
"eswatini","2020-03",5,10,0,0,5,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,329
"eswatini","2020-03",5,10,0,0,5,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,743
"eswatini","2020-04",30,60,0.82043004,0,58,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Male victims",0,220
