"","Entity","Month","Total_lockdown_length","Total_stay_at_home_requirements","Lockdown_severity","Monthly_death_rates_per_million_people","Monthly_income_support","Monthly_workplace_closures_severity","previous_month_connected_lockdown","long_lockdown","Region","Sub.region","Indicator","Violence_Value","Population","Violence_per_million_people","lockdown_intensity_per_day","dv_percent_change_prev","pre_march_avg_dv","dv_percent_change_baseline","lag_deaths_per_million","lag_violence","mean_deaths_post_march","death_category","first_sig_death_month","death_pct_change_prev","lag_dv_pct_prev","lag_dv_pct_baseline","lag_death_pct_prev","had_significant_deaths","had_long_lockdown","ever_had_long_lockdown","log_deaths","log_dv","long_lockdown_lag","new_wave","lockdown_wave","normalized_lockdown_intensity","lockdown_power_raw","had_long_lockdown_prev","lockdown_power","stay_at_home_power_raw","stay_at_home_power","dv_percent_change_baseline_next_month","scaled_deaths","scaled_deaths_pct_change","death_baseline","death_pct_change_baseline"
"11","albania","2020-08",0,31,31,44.20769646,31,62,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",174,2877239,60.4746425305649,1,0.101265822784809,35.2421192678119,0.715976331360948,33.59784928,54.9137558610877,18.744063258,2,2020-03-01,0.315789474843433,-0.00628930817610009,0.558185404339252,3.31818186818994,1,0,1,3.81126734800665,4.11862477321044,0,0,NA,1,0,0,0,31,31,NA,2.30829336342952,0.264732240020245,16.2094886616667,1.6269052700385
"12","bosnia and herzegovina","2019-10",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",30,3277152,9.15429006649676,0,0,11.6564626846725,-0.214659685863873,0,33.2605872416049,36.570486658,3,2020-03-01,NA,NA,NA,NA,1,0,1,0,2.31789628283934,0,0,NA,0,0,0,0,0,0,-0.162303664921465,-0.637219292281219,NA,31.0994752933333,-0.96884684279535
"13","bosnia and herzegovina","2019-11",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",32,3277152,9.76457607092988,0,0.0666666666666671,11.6564626846725,-0.162303664921465,0,31.7348722305221,36.570486658,3,2020-03-01,NA,0,-0.214659685863873,NA,1,0,1,0,2.37626074972784,0,0,NA,0,0,0,0,0,0,-0.109947643979056,-0.637219292281219,0,31.0994752933333,-0.96884684279535
"14","bosnia and herzegovina","2019-12",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",34,3277152,10.374862075363,0,0.0625000000000002,11.6564626846725,-0.109947643979056,0,39.9737332903692,36.570486658,3,2020-03-01,NA,0.0666666666666671,-0.162303664921465,NA,1,0,1,0,2.43140583952069,0,0,NA,0,0,0,0,0,0,-0.00523560209424218,-0.637219292281219,0,31.0994752933333,-0.96884684279535
"15","bosnia and herzegovina","2020-01",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",38,3277152,11.5954340842292,0,0.117647058823526,11.6564626846725,-0.00523560209424218,0,22.2754391618088,36.570486658,3,2020-03-01,NA,0.0625000000000002,-0.109947643979056,NA,1,0,1,0,2.53333437401649,0,0,NA,0,0,0,0,0,0,0.492146596858637,-0.637219292281219,0,31.0994752933333,-0.96884684279535
"16","bosnia and herzegovina","2020-02",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",57,3277152,17.3931511263438,0,0.5,11.6564626846725,0.492146596858637,0,28.9885852105731,36.570486658,3,2020-03-01,NA,0.117647058823526,-0.00523560209424218,NA,1,0,1,0,2.911978373929,0,0,NA,0,0,0,0,0,0,0.282722513089009,-0.637219292281219,0,31.0994752933333,-0.96884684279535
"17","bosnia and herzegovina","2020-03",12,12,36,3.74441847,31,45,0,12,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",49,3277152,14.9520071086114,3,-0.140350877192979,11.6564626846725,0.282722513089009,3.74441847,26.8525841950572,36.570486658,3,2020-03-01,NA,0.5,0.492146596858637,NA,1,1,1,1.55696886817611,2.76958465884447,0,1,1,1.16129032258065,13.9354838709677,0,13.9354838709677,13.9354838709677,13.9354838709677,0.0471204188481733,-0.496562189471161,0.0859121948252105,31.0994752933333,-0.852196385559444
"18","bosnia and herzegovina","2020-04",30,30,83,16.53784835,30,90,1,42,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",40,3277152,12.2057200886624,2.76666666666667,-0.183673469387753,11.6564626846725,0.0471204188481733,16.53784835,26.2422981906241,36.570486658,3,2020-03-01,3.41666669537607,-0.140350877192979,0.282722513089009,NA,1,1,1,2.8643613083817,2.58065007577782,12,0,1,2.76666666666667,83,1,96.9354838709677,83,96.9354838709677,NA,-0.0159837508319511,0.321121595895077,31.0994752933333,-0.453640653321134
"19","bosnia and herzegovina","2020-05",20,20,40,27.45906878,31,72,1,62,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",NA,3277152,NA,2,0,11.6564626846725,NA,27.45906878,0,36.570486658,3,2020-03-01,0.660377347697713,-0.183673469387753,0.0471204188481733,3.41666669537607,1,1,1,3.34846687181718,NA,42,0,1,1.29032258064516,25.8064516129032,1,108.806451612903,25.8064516129032,108.806451612903,NA,0.394266128325869,0.403795709155665,31.0994752933333,-0.113410156398706
"20","bosnia and herzegovina","2020-06",0,0,0,9.67308108,30,60,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",NA,3277152,NA,0,0,11.6564626846725,NA,9.67308108,0,36.570486658,3,2020-03-01,-0.647727271543693,0,NA,0.660377347697713,1,0,1,2.36772478464241,NA,62,0,NA,0,0,1,0,0,0,NA,-0.273855108801058,-0.479192044871059,31.0994752933333,-0.667499827256782
"21","bosnia and herzegovina","2020-07",0,0,0,44.93302163,4,35,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",NA,3277152,NA,0,0,11.6564626846725,NA,44.93302163,0,36.570486658,3,2020-03-01,3.64516127368179,0,NA,-0.647727271543693,1,0,1,3.82718428389423,NA,0,0,NA,0,0,0,0,0,0,NA,1.05066594106383,1.03977370794667,31.0994752933333,0.43095864372399
"22","bosnia and herzegovina","2020-08",0,0,0,84.24941345,0,31,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",NA,3277152,NA,0,0,11.6564626846725,NA,84.24941345,0,36.570486658,3,2020-03-01,0.874999953124675,0,NA,3.64516127368179,1,0,1,4.44558123578805,NA,0,0,NA,0,0,0,0,0,0,NA,2.52756544112057,0.720204822483457,31.0994752933333,1.65578837881208
"23","chile","2019-10",0,0,0,0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",9903,19144605,517.273665348541,0,0,540.61183294197,-0.0431699163268853,0,0,114.928748685,3,2020-04-01,NA,NA,NA,NA,1,0,1,0,6.25050341423577,0,0,NA,0,0,0,0,0,0,-0.0448124601441575,-0.610229487571729,NA,95.8421480201667,-0.989673917602574
"24","chile","2019-11",0,0,0,0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",9886,19144605,516.385686724798,0,-0.0017166515197419,540.61183294197,-0.0448124601441575,0,203.085934653653,114.928748685,3,2020-04-01,NA,0,-0.0431699163268853,NA,1,0,1,0,6.2487886055208,0,0,NA,0,0,0,0,0,0,0.0515179037276078,-0.610229487571729,0,95.8421480201667,-0.989673917602574
"25","chile","2019-12",0,0,0,0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",10883,19144605,568.46302130548,0,0.100849686425247,540.61183294197,0.0515179037276078,0,208.048168139275,114.928748685,3,2020-04-01,NA,-0.0017166515197419,-0.0448124601441575,NA,1,0,1,0,6.34469384891863,0,0,NA,0,0,0,0,0,0,0.0800208699685022,-0.610229487571729,0,95.8421480201667,-0.989673917602574
"26","chile","2020-01",0,0,0,0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",11178,19144605,583.872062129253,0,0.0271064963704869,540.61183294197,0.0800208699685022,0,220.636570981747,114.928748685,3,2020-04-01,NA,0.100849686425247,0.0515179037276078,NA,1,0,1,0,6.37139312609918,0,0,NA,0,0,0,0,0,0,-0.0435563972250668,-0.610229487571729,0,95.8421480201667,-0.989673917602574
"27","chile","2020-02",0,0,0,0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",9899,19144605,517.064729201778,0,-0.114421184469494,540.61183294197,-0.0435563972250668,0,224.292953550099,114.928748685,3,2020-04-01,NA,0.0271064963704869,0.0800208699685022,NA,1,0,1,0,6.25010019430164,0,0,NA,0,0,0,0,0,0,-0.0745714893041407,-0.610229487571729,0,95.8421480201667,-0.989673917602574
"28","chile","2020-03",7,7,14,0.409144696,0,37,0,7,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",9578,19144605,500.297603424046,2,-0.032427517931104,540.61183294197,-0.0745714893041407,0,192.221255021976,114.928748685,3,2020-04-01,NA,-0.114421184469494,-0.0435563972250668,NA,1,1,1,0.342982921753161,6.217199943536,0,1,1,0.451612903225806,3.16129032258065,0,3.16129032258065,3.16129032258065,3.16129032258065,-0.248681133934956,-0.605453589916499,0.00296597329268415,95.8421480201667,-0.985449055759208
"29","chile","2020-04",30,30,60,10.637762405,29,60,1,37,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",7776,19144605,406.171869307306,2,-0.188139486322824,540.61183294197,-0.248681133934956,0.409144696,189.400617040675,114.928748685,3,2020-04-01,25.000000755234,-0.032427517931104,-0.0745714893041407,NA,1,1,1,2.45425519057669,6.00923537961642,7,0,1,2,60,1,63.1612903225806,60,63.1612903225806,NA,-0.486056144928821,0.0743699137350257,95.8421480201667,-0.879827506484299
"30","chile","2020-05",31,31,86,39.94275178,31,79,1,68,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",NA,19144605,NA,2.7741935483871,0,540.61183294197,NA,10.637762405,150.904131999589,114.928748685,3,2020-04-01,2.754807661546,-0.188139486322824,-0.248681133934956,25.000000755234,1,1,1,3.71217479292303,NA,37,0,1,2.7741935483871,86,1,146,86,146,NA,-0.143982469256363,0.230188931178534,95.8421480201667,-0.577221771542346
"31","chile","2020-06",30,30,90,234.13305904,45,90,1,98,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",NA,19144605,NA,3,0,540.61183294197,NA,39.94275178,0,114.928748685,3,2020-04-01,4.86171579588651,0,NA,2.754807661546,1,1,1,5.46015156258936,NA,68,0,1,3,90,1,176,90,176,NA,2.12277802447244,1.98146436212636,95.8421480201667,1.42800334200595
"32","chile","2020-07",31,31,93,194.4460235,62,93,1,129,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",NA,19144605,NA,3,0,540.61183294197,NA,234.13305904,0,114.928748685,3,2020-04-01,-0.169506329873817,0,NA,4.86171579588651,1,1,1,5.27528424667513,NA,98,0,1,3,93,1,183,93,183,NA,1.65951595158826,-0.148349344479085,95.8421480201667,1.01819174291033
"33","chile","2020-08",31,31,93,95.4841467,62,93,1,160,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",NA,19144605,NA,3,0,540.61183294197,NA,194.4460235,0,114.928748685,3,2020-04-01,-0.508942661920777,0,NA,-0.169506329873817,1,1,1,4.56937871194747,NA,129,0,1,3,93,1,186,93,186,NA,0.504345665899631,-0.434353584154576,95.8421480201667,-0.00369675113042839
"34","croatia","2019-10",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",176,4100719,42.9193026881383,0,0,45.2115836271639,-0.0507011866235177,0,0,9.111878504,2,2020-03-01,NA,NA,NA,NA,1,0,1,0,3.78235392021135,0,0,NA,0,0,0,0,0,0,-0.163969795037756,-0.751062951543778,NA,7.84918373333333,-0.886995226889326
"35","croatia","2019-11",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",155,4100719,37.7982495264855,0,-0.11931818181818,45.2115836271639,-0.163969795037756,0,33.1649157135614,9.111878504,2,2020-03-01,NA,0,-0.0507011866235177,NA,1,0,1,0,3.65837513031474,0,0,NA,0,0,0,0,0,0,-0.00755124056094996,-0.751062951543778,0,7.84918373333333,-0.886995226889326
"36","croatia","2019-12",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",184,4100719,44.8701800830537,0,0.187096774193547,45.2115836271639,-0.00755124056094996,0,29.5070205980951,9.111878504,2,2020-03-01,NA,-0.11931818181818,-0.163969795037756,NA,1,0,1,0,3.82581523454543,0,0,NA,0,0,0,0,0,0,0.0248112189859772,-0.751062951543778,0,7.84918373333333,-0.886995226889326
"37","croatia","2020-01",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",190,4100719,46.3333381292403,0,0.0326086956521755,45.2115836271639,0.0248112189859772,0,32.1894770161038,9.111878504,2,2020-03-01,NA,0.187096774193547,-0.00755124056094996,NA,1,0,1,0,3.85721487025512,0,0,NA,0,0,0,0,0,0,0.197411003236246,-0.751062951543778,0,7.84918373333333,-0.886995226889326
"38","croatia","2020-02",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",222,4100719,54.1368477089018,0,0.168421052631578,45.2115836271639,0.197411003236246,0,36.0912318059345,9.111878504,2,2020-03-01,NA,0.0326086956521755,0.0248112189859772,NA,1,0,1,0,4.00981823509859,0,0,NA,0,0,0,0,0,0,0.127292340884574,-0.751062951543778,0,7.84918373333333,-0.886995226889326
"39","croatia","2020-03",12,12,24,1.53570988,15,48,0,12,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",209,4100719,50.9666719421643,2,-0.0585585585585587,45.2115836271639,0.127292340884574,0,35.1157931084768,9.111878504,2,2020-03-01,NA,0.168421052631578,0.197411003236246,NA,1,1,1,0.930473629399813,3.95060258891257,0,1,1,0.774193548387097,9.29032258064516,0,9.29032258064516,9.29032258064516,9.29032258064516,0.0248112189859772,-0.481659932960148,0.153851132734045,7.84918373333333,-0.713452680336106
"40","croatia","2020-04",30,30,60,15.6130503,60,86,1,42,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",190,4100719,46.3333381292403,2,-0.0909090909090902,45.2115836271639,0.0248112189859772,1.53570988,39.7491269214009,9.111878504,2,2020-03-01,9.16666657116252,-0.0585585585585587,0.127292340884574,NA,1,1,1,2.81018854914911,3.85721487025512,12,0,1,2,60,1,69.2903225806452,60,69.2903225806452,0.197411003236246,1.98786771166069,1.66673039452924,7.84918373333333,0.877353979827714
"41","croatia","2020-05",10,31,41,9.21425914,62,41,1,52,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",222,4100719,54.1368477089018,1.32258064516129,0.168421052631578,45.2115836271639,0.197411003236246,15.6130503,34.8719334341124,9.111878504,2,2020-03-01,-0.409836068996716,-0.0909090909090902,0.0248112189859772,9.16666657116252,1,1,1,2.32378469896294,4.00981823509859,42,0,1,1.32258064516129,13.2258064516129,1,73.2258064516129,41,101,0.57497303128371,0.8653551353984,-0.375690185974928,7.84918373333333,0.154260036609328
"42","croatia","2020-06",0,30,30,1.02380658,60,49,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",292,4100719,71.2070249144113,1,0.315315315315314,45.2115836271639,0.57497303128371,9.21425914,39.7491269214009,9.111878504,2,2020-03-01,-0.8888888879242,0.168421052631578,0.197411003236246,-0.409836068996716,1,0,1,0.704980183617655,4.27953733914917,52,0,NA,1,0,1,0,30,30,0.348435814455232,-0.571460940324196,-0.770264089907857,7.84918373333333,-0.771300196607211
"43","croatia","2020-07",0,31,31,9.4702107,62,62,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",250,4100719,60.9649185911056,1,-0.143835616438356,45.2115836271639,0.348435814455232,1.02380658,51.6982509652576,9.111878504,2,2020-03-01,8.24999983883675,0.315315315315314,0.57497303128371,-0.8888888879242,1,0,1,2.34853414884424,4.12656839572764,0,0,NA,1,0,0,0,31,31,0.591154261057173,0.910255623292109,0.942891118445886,7.84918373333333,0.183183784574451
"44","croatia","2020-08",0,31,31,10.2380658,62,62,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",295,4100719,71.9386039375046,1,0.18,45.2115836271639,0.591154261057173,9.4702107,46.3333381292403,9.111878504,2,2020-03-01,0.0810810999168158,-0.143835616438356,0.348435814455232,8.24999983883675,1,0,1,2.41930674780723,4.28961804532219,0,0,NA,1,0,0,0,31,31,NA,1.04495716065204,0.0705149278020644,7.84918373333333,0.269955075931825
"45","czechia","2019-10",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",NA,10701777,NA,0,0,63.4240463055809,NA,0,0,7.457953766,2,2020-03-01,NA,NA,NA,NA,1,0,1,0,NA,0,0,NA,0,0,0,0,0,0,-0.34585635359116,-0.629614526403214,NA,6.65219494066667,-0.869318540921426
"46","czechia","2019-11",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",444,10701777,41.4884369203358,0,0,63.4240463055809,-0.34585635359116,0,0,7.457953766,2,2020-03-01,NA,0,NA,NA,1,0,1,0,3.74923196644926,0,0,NA,0,0,0,0,0,0,0.367219152854512,-0.629614526403214,0,6.65219494066667,-0.869318540921426
"47","czechia","2019-12",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",928,10701777,86.7145708605216,0,1.09009009009009,63.4240463055809,0.367219152854512,0,6.26064250824886,7.457953766,2,2020-03-01,NA,0,-0.34585635359116,NA,1,0,1,0,4.4740880299394,0,0,NA,0,0,0,0,0,0,0.0607734806629828,-0.629614526403214,0,6.65219494066667,-0.869318540921426
"48","czechia","2020-01",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",720,10701777,67.2785463573012,0,-0.224137931034483,63.4240463055809,0.0607734806629828,0,17.6606184187916,7.457953766,2,2020-03-01,NA,1.09009009009009,0.367219152854512,NA,1,0,1,0,4.22359560826349,0,0,NA,0,0,0,0,0,0,-0.0821362799263355,-0.629614526403214,0,6.65219494066667,-0.869318540921426
"49","czechia","2020-02",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",623,10701777,58.2146310841648,0,-0.134722222222222,63.4240463055809,-0.0821362799263355,0,15.3245577813853,7.457953766,2,2020-03-01,NA,-0.224137931034483,0.0607734806629828,NA,1,0,1,0,4.08116865804622,0,0,NA,0,0,0,0,0,0,-0.401841620626151,-0.629614526403214,0,6.65219494066667,-0.869318540921426
"50","czechia","2020-03",17,17,34,2.623400814,2,56,0,17,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",406,10701777,37.9376247514782,2,-0.348314606741573,63.4240463055809,-0.401841620626151,0,12.7081698674902,7.457953766,2,2020-03-01,NA,-0.134722222222222,-0.0821362799263355,NA,1,1,1,1.28741303621063,3.66196100043283,0,1,1,1.09677419354839,18.6451612903226,0,18.6451612903226,18.6451612903226,18.6451612903226,-0.478453038674033,-0.174400269208086,0.279338610339863,6.65219494066667,-0.526488694799988
"51","czechia","2020-04",20,30,50,19.300734654,60,79,1,37,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",354,10701777,33.0786186256731,1.66666666666667,-0.12807881773399,63.4240463055809,-0.478453038674033,2.623400814,8.50326072015891,7.457953766,2,2020-03-01,6.35714289291975,-0.348314606741573,-0.401841620626151,NA,1,1,1,3.01065707524512,3.52867016785538,17,0,1,1.66666666666667,33.3333333333333,1,51.9784946236559,50,68.6451612903226,NA,2.71946181067567,2.46411905357883,6.65219494066667,1.65292962495168
"52","czechia","2020-05",0,31,31,7.870202524,62,55,0,0,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",NA,10701777,NA,1,0,63.4240463055809,NA,19.300734654,7.28850918870763,7.457953766,2,2020-03-01,-0.592233007443117,-0.12807881773399,-0.478453038674033,6.35714289291975,1,0,1,2.18269762852983,NA,37,0,NA,1,0,1,0,31,31,NA,0.736028259410864,-0.533258211059438,6.65219494066667,0.159171008158768
"53","czechia","2020-06",0,0,0,2.623400778,60,30,0,0,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",NA,10701777,NA,0,0,63.4240463055809,NA,7.870202524,0,7.457953766,2,2020-03-01,-0.666666674713897,0,NA,-0.592233007443117,1,0,1,1.28741302627521,NA,0,0,NA,0,0,0,0,0,0,NA,-0.17440027545483,-0.524431863323847,6.65219494066667,-0.526488699504521
