Entity,Month,Total_lockdown_length,Total_stay_at_home_requirements,Lockdown_severity,Monthly_death_rates_per_million_people,Monthly_income_support,Monthly_workplace_closures_severity,previous_month_connected_lockdown,long_lockdown,Region,Sub.region,Indicator,Violence_Value,Population,Violence_per_million_people,lockdown_intensity_per_day,dv_percent_change_prev,pre_march_avg_dv,dv_percent_change_baseline,lag_deaths_per_million,lag_violence,mean_deaths_post_march,death_category,first_sig_death_month,death_pct_change_prev,lag_dv_pct_prev,lag_dv_pct_baseline,lag_death_pct_prev,had_significant_deaths,had_long_lockdown,ever_had_long_lockdown,log_deaths,log_dv,long_lockdown_lag,new_wave,lockdown_wave,normalized_lockdown_intensity,lockdown_power_raw,had_long_lockdown_prev,lockdown_power,stay_at_home_power_raw,stay_at_home_power
albania,2020-08,0,31,31,44.20769646,31,62,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,174,2877239,60.4746425305649,1,0.101265822784809,35.2421192678119,0.715976331360948,33.59784928,54.9137558610877,18.744063258,2,2020-03-01,0.31578947484343267,-0.00628930817610009,0.558185404339252,3.318181868189939,1,0,1,3.811267348006647,4.118624773210439,0,0,NA,1,0,0,0,31,31
bosnia and herzegovina,2019-10,0,0,0,0,0,0,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,30,3277152,9.15429006649676,0,0,11.6564626846725,-0.214659685863873,0,33.2605872416049,36.570486658,3,2020-03-01,NA,NA,NA,NA,1,0,1,0,2.317896282839336,0,0,NA,0,0,0,0,0,0
bosnia and herzegovina,2019-11,0,0,0,0,0,0,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,32,3277152,9.76457607092988,0,0.0666666666666671,11.6564626846725,-0.162303664921465,0,31.7348722305221,36.570486658,3,2020-03-01,NA,0,-0.214659685863873,NA,1,0,1,0,2.3762607497278387,0,0,NA,0,0,0,0,0,0
bosnia and herzegovina,2019-12,0,0,0,0,0,0,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,34,3277152,10.374862075363,0,0.0625000000000002,11.6564626846725,-0.109947643979056,0,39.9737332903692,36.570486658,3,2020-03-01,NA,0.0666666666666671,-0.162303664921465,NA,1,0,1,0,2.4314058395206897,0,0,NA,0,0,0,0,0,0
bosnia and herzegovina,2020-01,0,0,0,0,0,0,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,38,3277152,11.5954340842292,0,0.117647058823526,11.6564626846725,-0.00523560209424218,0,22.2754391618088,36.570486658,3,2020-03-01,NA,0.0625000000000002,-0.109947643979056,NA,1,0,1,0,2.5333343740164875,0,0,NA,0,0,0,0,0,0
bosnia and herzegovina,2020-02,0,0,0,0,0,0,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,57,3277152,17.3931511263438,0,0.5,11.6564626846725,0.492146596858637,0,28.9885852105731,36.570486658,3,2020-03-01,NA,0.117647058823526,-0.00523560209424218,NA,1,0,1,0,2.911978373929003,0,0,NA,0,0,0,0,0,0
bosnia and herzegovina,2020-03,12,12,36,3.74441847,31,45,0,12,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,49,3277152,14.9520071086114,3,-0.140350877192979,11.6564626846725,0.282722513089009,3.74441847,26.8525841950572,36.570486658,3,2020-03-01,NA,0.5,0.492146596858637,NA,1,1,1,1.5569688681761131,2.769584658844471,0,1,1,1.1612903225806452,13.935483870967744,0,13.935483870967744,13.935483870967744,13.935483870967744
bosnia and herzegovina,2020-04,30,30,83,16.53784835,30,90,1,42,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,40,3277152,12.2057200886624,2.76666666666667,-0.183673469387753,11.6564626846725,0.0471204188481733,16.53784835,26.2422981906241,36.570486658,3,2020-03-01,3.4166666953760654,-0.140350877192979,0.282722513089009,NA,1,1,1,2.8643613083817017,2.5806500757778235,12,0,1,2.7666666666666666,83,1,96.93548387096774,83,96.93548387096774
bosnia and herzegovina,2020-05,20,20,40,27.45906878,31,72,1,62,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,NA,3277152,NA,2,0,11.6564626846725,NA,27.45906878,0,36.570486658,3,2020-03-01,0.660377347697713,-0.183673469387753,0.0471204188481733,3.4166666953760654,1,1,1,3.3484668718171795,NA,42,0,1,1.2903225806451613,25.806451612903224,1,108.80645161290323,25.806451612903224,108.80645161290323
bosnia and herzegovina,2020-06,0,0,0,9.67308108,30,60,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,NA,3277152,NA,0,0,11.6564626846725,NA,9.67308108,0,36.570486658,3,2020-03-01,-0.6477272715436929,0,NA,0.660377347697713,1,0,1,2.3677247846424088,NA,62,0,NA,0,0,1,0,0,0
bosnia and herzegovina,2020-07,0,0,0,44.93302163,4,35,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,NA,3277152,NA,0,0,11.6564626846725,NA,44.93302163,0,36.570486658,3,2020-03-01,3.6451612736817873,0,NA,-0.6477272715436929,1,0,1,3.827184283894229,NA,0,0,NA,0,0,0,0,0,0
bosnia and herzegovina,2020-08,0,0,0,84.24941345,0,31,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,NA,3277152,NA,0,0,11.6564626846725,NA,84.24941345,0,36.570486658,3,2020-03-01,0.874999953124675,0,NA,3.6451612736817873,1,0,1,4.44558123578805,NA,0,0,NA,0,0,0,0,0,0
chile,2019-10,0,0,0,0,0,0,0,0,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,9903,19144605,517.273665348541,0,0,540.61183294197,-0.0431699163268853,0,0,114.928748685,3,2020-04-01,NA,NA,NA,NA,1,0,1,0,6.250503414235775,0,0,NA,0,0,0,0,0,0
chile,2019-11,0,0,0,0,0,0,0,0,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,9886,19144605,516.385686724798,0,-0.0017166515197419,540.61183294197,-0.0448124601441575,0,203.085934653653,114.928748685,3,2020-04-01,NA,0,-0.0431699163268853,NA,1,0,1,0,6.248788605520801,0,0,NA,0,0,0,0,0,0
chile,2019-12,0,0,0,0,0,0,0,0,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,10883,19144605,568.46302130548,0,0.100849686425247,540.61183294197,0.0515179037276078,0,208.048168139275,114.928748685,3,2020-04-01,NA,-0.0017166515197419,-0.0448124601441575,NA,1,0,1,0,6.3446938489186335,0,0,NA,0,0,0,0,0,0
chile,2020-01,0,0,0,0,0,0,0,0,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,11178,19144605,583.872062129253,0,0.0271064963704869,540.61183294197,0.0800208699685022,0,220.636570981747,114.928748685,3,2020-04-01,NA,0.100849686425247,0.0515179037276078,NA,1,0,1,0,6.371393126099181,0,0,NA,0,0,0,0,0,0
chile,2020-02,0,0,0,0,0,0,0,0,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,9899,19144605,517.064729201778,0,-0.114421184469494,540.61183294197,-0.0435563972250668,0,224.292953550099,114.928748685,3,2020-04-01,NA,0.0271064963704869,0.0800208699685022,NA,1,0,1,0,6.250100194301644,0,0,NA,0,0,0,0,0,0
chile,2020-03,7,7,14,0.409144696,0,37,0,7,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,9578,19144605,500.297603424046,2,-0.032427517931104,540.61183294197,-0.0745714893041407,0,192.221255021976,114.928748685,3,2020-04-01,NA,-0.114421184469494,-0.0435563972250668,NA,1,1,1,0.3429829217531615,6.2171999435359995,0,1,1,0.45161290322580644,3.161290322580645,0,3.161290322580645,3.161290322580645,3.161290322580645
chile,2020-04,30,30,60,10.637762405,29,60,1,37,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,7776,19144605,406.171869307306,2,-0.188139486322824,540.61183294197,-0.248681133934956,0.409144696,189.400617040675,114.928748685,3,2020-04-01,25.000000755234037,-0.032427517931104,-0.0745714893041407,NA,1,1,1,2.4542551905766903,6.009235379616425,7,0,1,2,60,1,63.16129032258065,60,63.16129032258065
chile,2020-05,31,31,86,39.94275178,31,79,1,68,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,NA,19144605,NA,2.7741935483871,0,540.61183294197,NA,10.637762405,150.904131999589,114.928748685,3,2020-04-01,2.7548076615459998,-0.188139486322824,-0.248681133934956,25.000000755234037,1,1,1,3.7121747929230255,NA,37,0,1,2.774193548387097,86,1,146,86,146
chile,2020-06,30,30,90,234.13305904,45,90,1,98,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,NA,19144605,NA,3,0,540.61183294197,NA,39.94275178,0,114.928748685,3,2020-04-01,4.861715795886509,0,NA,2.7548076615459998,1,1,1,5.460151562589356,NA,68,0,1,3,90,1,176,90,176
chile,2020-07,31,31,93,194.4460235,62,93,1,129,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,NA,19144605,NA,3,0,540.61183294197,NA,234.13305904,0,114.928748685,3,2020-04-01,-0.16950632987381656,0,NA,4.861715795886509,1,1,1,5.275284246675126,NA,98,0,1,3,93,1,183,93,183
chile,2020-08,31,31,93,95.4841467,62,93,1,160,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,NA,19144605,NA,3,0,540.61183294197,NA,194.4460235,0,114.928748685,3,2020-04-01,-0.5089426619207772,0,NA,-0.16950632987381656,1,1,1,4.569378711947472,NA,129,0,1,3,93,1,186,93,186
croatia,2019-10,0,0,0,0,0,0,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,176,4100719,42.9193026881383,0,0,45.2115836271639,-0.0507011866235177,0,0,9.111878504,2,2020-03-01,NA,NA,NA,NA,1,0,1,0,3.7823539202113543,0,0,NA,0,0,0,0,0,0
croatia,2019-11,0,0,0,0,0,0,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,155,4100719,37.7982495264855,0,-0.11931818181818,45.2115836271639,-0.163969795037756,0,33.1649157135614,9.111878504,2,2020-03-01,NA,0,-0.0507011866235177,NA,1,0,1,0,3.6583751303147367,0,0,NA,0,0,0,0,0,0
croatia,2019-12,0,0,0,0,0,0,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,184,4100719,44.8701800830537,0,0.187096774193547,45.2115836271639,-0.00755124056094996,0,29.5070205980951,9.111878504,2,2020-03-01,NA,-0.11931818181818,-0.163969795037756,NA,1,0,1,0,3.8258152345454266,0,0,NA,0,0,0,0,0,0
croatia,2020-01,0,0,0,0,0,0,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,190,4100719,46.3333381292403,0,0.0326086956521755,45.2115836271639,0.0248112189859772,0,32.1894770161038,9.111878504,2,2020-03-01,NA,0.187096774193547,-0.00755124056094996,NA,1,0,1,0,3.8572148702551243,0,0,NA,0,0,0,0,0,0
croatia,2020-02,0,0,0,0,0,0,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,222,4100719,54.1368477089018,0,0.168421052631578,45.2115836271639,0.197411003236246,0,36.0912318059345,9.111878504,2,2020-03-01,NA,0.0326086956521755,0.0248112189859772,NA,1,0,1,0,4.009818235098587,0,0,NA,0,0,0,0,0,0
croatia,2020-03,12,12,24,1.53570988,15,48,0,12,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,209,4100719,50.9666719421643,2,-0.0585585585585587,45.2115836271639,0.127292340884574,0,35.1157931084768,9.111878504,2,2020-03-01,NA,0.168421052631578,0.197411003236246,NA,1,1,1,0.9304736293998134,3.9506025889125684,0,1,1,0.7741935483870968,9.29032258064516,0,9.29032258064516,9.29032258064516,9.29032258064516
croatia,2020-04,30,30,60,15.6130503,60,86,1,42,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,190,4100719,46.3333381292403,2,-0.0909090909090902,45.2115836271639,0.0248112189859772,1.53570988,39.7491269214009,9.111878504,2,2020-03-01,9.166666571162516,-0.0585585585585587,0.127292340884574,NA,1,1,1,2.8101885491491108,3.8572148702551243,12,0,1,2,60,1,69.29032258064515,60,69.29032258064515
croatia,2020-05,10,31,41,9.21425914,62,41,1,52,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,222,4100719,54.1368477089018,1.32258064516129,0.168421052631578,45.2115836271639,0.197411003236246,15.6130503,34.8719334341124,9.111878504,2,2020-03-01,-0.4098360689967162,-0.0909090909090902,0.0248112189859772,9.166666571162516,1,1,1,2.3237846989629425,4.009818235098587,42,0,1,1.3225806451612903,13.225806451612902,1,73.2258064516129,41,101
croatia,2020-06,0,30,30,1.02380658,60,49,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,292,4100719,71.2070249144113,1,0.315315315315314,45.2115836271639,0.57497303128371,9.21425914,39.7491269214009,9.111878504,2,2020-03-01,-0.8888888879242004,0.168421052631578,0.197411003236246,-0.4098360689967162,1,0,1,0.7049801836176549,4.279537339149175,52,0,NA,1,0,1,0,30,30
croatia,2020-07,0,31,31,9.4702107,62,62,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,250,4100719,60.9649185911056,1,-0.143835616438356,45.2115836271639,0.348435814455232,1.02380658,51.6982509652576,9.111878504,2,2020-03-01,8.249999838836747,0.315315315315314,0.57497303128371,-0.8888888879242004,1,0,1,2.3485341488442364,4.126568395727636,0,0,NA,1,0,0,0,31,31
croatia,2020-08,0,31,31,10.2380658,62,62,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,295,4100719,71.9386039375046,1,0.18,45.2115836271639,0.591154261057173,9.4702107,46.3333381292403,9.111878504,2,2020-03-01,0.08108109991681584,-0.143835616438356,0.348435814455232,8.249999838836747,1,0,1,2.4193067478072305,4.289618045322188,0,0,NA,1,0,0,0,31,31
czechia,2019-10,0,0,0,0,0,0,0,0,Europe,Eastern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,NA,10701777,NA,0,0,63.4240463055809,NA,0,0,7.457953766,2,2020-03-01,NA,NA,NA,NA,1,0,1,0,NA,0,0,NA,0,0,0,0,0,0
czechia,2019-11,0,0,0,0,0,0,0,0,Europe,Eastern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,444,10701777,41.4884369203358,0,0,63.4240463055809,-0.34585635359116,0,0,7.457953766,2,2020-03-01,NA,0,NA,NA,1,0,1,0,3.749231966449257,0,0,NA,0,0,0,0,0,0
czechia,2019-12,0,0,0,0,0,0,0,0,Europe,Eastern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,928,10701777,86.7145708605216,0,1.09009009009009,63.4240463055809,0.367219152854512,0,6.26064250824886,7.457953766,2,2020-03-01,NA,0,-0.34585635359116,NA,1,0,1,0,4.474088029939398,0,0,NA,0,0,0,0,0,0
czechia,2020-01,0,0,0,0,0,0,0,0,Europe,Eastern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,720,10701777,67.2785463573012,0,-0.224137931034483,63.4240463055809,0.0607734806629828,0,17.6606184187916,7.457953766,2,2020-03-01,NA,1.09009009009009,0.367219152854512,NA,1,0,1,0,4.223595608263489,0,0,NA,0,0,0,0,0,0
czechia,2020-02,0,0,0,0,0,0,0,0,Europe,Eastern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,623,10701777,58.2146310841648,0,-0.134722222222222,63.4240463055809,-0.0821362799263355,0,15.3245577813853,7.457953766,2,2020-03-01,NA,-0.224137931034483,0.0607734806629828,NA,1,0,1,0,4.08116865804622,0,0,NA,0,0,0,0,0,0
czechia,2020-03,17,17,34,2.623400814,2,56,0,17,Europe,Eastern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,406,10701777,37.9376247514782,2,-0.348314606741573,63.4240463055809,-0.401841620626151,0,12.7081698674902,7.457953766,2,2020-03-01,NA,-0.134722222222222,-0.0821362799263355,NA,1,1,1,1.2874130362106286,3.66196100043283,0,1,1,1.096774193548387,18.64516129032258,0,18.64516129032258,18.64516129032258,18.64516129032258
czechia,2020-04,20,30,50,19.300734654,60,79,1,37,Europe,Eastern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,354,10701777,33.0786186256731,1.66666666666667,-0.12807881773399,63.4240463055809,-0.478453038674033,2.623400814,8.50326072015891,7.457953766,2,2020-03-01,6.357142892919755,-0.348314606741573,-0.401841620626151,NA,1,1,1,3.0106570752451214,3.5286701678553793,17,0,1,1.6666666666666667,33.333333333333336,1,51.97849462365592,50,68.64516129032258
czechia,2020-05,0,31,31,7.870202524,62,55,0,0,Europe,Eastern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,NA,10701777,NA,1,0,63.4240463055809,NA,19.300734654,7.28850918870763,7.457953766,2,2020-03-01,-0.5922330074431166,-0.12807881773399,-0.478453038674033,6.357142892919755,1,0,1,2.182697628529828,NA,37,0,NA,1,0,1,0,31,31
czechia,2020-06,0,0,0,2.623400778,60,30,0,0,Europe,Eastern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,NA,10701777,NA,0,0,63.4240463055809,NA,7.870202524,0,7.457953766,2,2020-03-01,-0.6666666747138971,0,NA,-0.5922330074431166,1,0,1,1.287413026275211,NA,0,0,NA,0,0,0,0,0,0
czechia,2020-07,0,0,0,3.185558096,62,31,0,0,Europe,Eastern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,NA,10701777,NA,0,0,63.4240463055809,NA,2.623400778,0,7.457953766,2,2020-03-01,0.21428571749855585,0,NA,-0.6666666747138971,1,0,1,1.4316400513226828,NA,0,0,NA,0,0,0,0,0,0
czechia,2020-08,0,0,0,4.309872778,62,31,0,0,Europe,Eastern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,NA,10701777,NA,0,0,63.4240463055809,NA,3.185558096,0,7.457953766,2,2020-03-01,0.3529411952686611,0,NA,0.21428571749855585,1,0,1,1.6695678760214412,NA,0,0,NA,0,0,0,0,0,0
eswatini,2019-10,0,0,0,0,0,0,0,0,Africa,Sub-Saharan Africa,Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims,2790,1162233,2400.55135243966,0,0,2195.08480657493,0.0936030103480714,0,0,14.93182676,2,2020-06-01,NA,NA,NA,NA,1,0,1,0,7.783870204361436,0,0,NA,0,0,0,0,0,0
eswatini,2019-11,0,0,0,0,0,0,0,0,Africa,Sub-Saharan Africa,Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims,2054,1162233,1767.28762649142,0,-0.263799283154121,2195.08480657493,-0.194888679836939,0,2400.55135243966,14.93182676,2,2020-06-01,NA,0,0.0936030103480714,NA,1,0,1,0,7.477766914632966,0,0,NA,0,0,0,0,0,0
eswatini,2019-12,0,0,0,0,0,0,0,0,Africa,Sub-Saharan Africa,Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims,2444,1162233,2102.84856823029,0,0.189873417721519,2195.08480657493,-0.0420194418312951,0,1767.28762649142,14.93182676,2,2020-06-01,NA,-0.263799283154121,-0.194888679836939,NA,1,0,1,0,7.651523597992823,0,0,NA,0,0,0,0,0,0
eswatini,2020-01,0,0,0,0,0,0,0,0,Africa,Sub-Saharan Africa,Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims,2840,1162233,2443.57198599592,0,0.1620294599018,2195.08480657493,0.113201630605205,0,2102.84856823029,14.93182676,2,2020-06-01,NA,0.189873417721519,-0.0420194418312951,NA,1,0,1,0,7.801625329732349,0,0,NA,0,0,0,0,0,0
eswatini,2020-02,0,0,0,0,0,0,0,0,Africa,Sub-Saharan Africa,Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims,2628,1162233,2261.16449971735,0,-0.0746478873239433,2195.08480657493,0.0301034807149578,0,2443.57198599592,14.93182676,2,2020-06-01,NA,0.1620294599018,0.113201630605205,NA,1,0,1,0,7.724077377160669,0,0,NA,0,0,0,0,0,0
eswatini,2020-03,5,5,10,0,0,5,0,5,Africa,Sub-Saharan Africa,Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims,2144,1162233,1844.7247668927,2,-0.184170471841704,2195.08480657493,-0.159611163374098,0,2261.16449971735,14.93182676,2,2020-06-01,NA,-0.0746478873239433,0.0301034807149578,NA,1,1,1,0,7.520627306922192,0,1,1,0.3225806451612903,1.6129032258064515,0,1.6129032258064515,1.6129032258064515,1.6129032258064515
eswatini,2020-04,30,30,60,0.82043004,0,58,1,35,Africa,Sub-Saharan Africa,Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims,1646,1162233,1416.23925667228,2,-0.232276119402986,2195.08480657493,-0.354813421135152,0,1844.7247668927,14.93182676,2,2020-06-01,NA,-0.184170471841704,-0.159611163374098,NA,1,1,1,0.5990727588919169,7.256466072771575,5,0,1,2,60,1,61.61290322580645,60,61.61290322580645
eswatini,2020-05,31,31,62,0.82043004,0,62,1,66,Africa,Sub-Saharan Africa,Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims,1706,1162233,1467.8640169398,2,0.0364520048602671,2195.08480657493,-0.331295076826591,0.82043004,1416.23925667228,14.93182676,2,2020-06-01,0,-0.232276119402986,-0.354813421135152,NA,1,1,1,0.5990727588919169,7.292244603434286,35,0,1,2,62,1,122,62,122
eswatini,2020-06,30,30,60,7.38387034,0,60,1,96,Africa,Sub-Saharan Africa,Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims,2128,1162233,1830.95816415469,2,0.24736225087925,2195.08480657493,-0.165882721856381,0.82043004,1467.8640169398,14.93182676,2,2020-06-01,7.999999975622541,0.0364520048602671,-0.331295076826591,0,1,1,1,2.1263096622873436,7.513140708813223,66,0,1,2,60,1,122,60,122
eswatini,2020-07,31,31,62,23.79247104,0,62,1,127,Africa,Sub-Saharan Africa,Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims,1784,1162233,1534.97620528758,2,-0.161654135338346,2195.08480657493,-0.300721229225462,7.38387034,1830.95816415469,14.93182676,2,2020-06-01,2.222222214698315,0.24736225087925,-0.165882721856381,7.999999975622541,1,1,1,3.210540019982271,7.336921422238394,96,0,1,2,62,1,122,62,122
